id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37118728,Neat 1bed Apt-20 min to NYC/Parking Avail.,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76591,-74.04166,Entire home/apt,95,2,17,2022-05-17,1.02,69,323,11,
37140782,"NoMo SoHo, Deluxe King Room",271308645,NoMo SoHo,,Ward E (councilmember James Solomon),40.7227,-74.00836,Private room,179,1,10,2021-10-11,0.30,1,152,1,
37143670,Gatsby: Clean room. Amazing Location to NYC + PATH,76762030,Minh,,Ward E (councilmember James Solomon),40.72489,-74.04301,Private room,44,29,22,2022-07-02,0.58,2,35,4,
37183287,The Carriage House Studio,272985996,Kurt,,Ward E (councilmember James Solomon),40.72329,-74.0462,Entire home/apt,70,30,42,2022-08-01,1.12,1,161,15,
37240184,"Exclusive Studio on Wall St, Pet-Friendly + Gym",48005494,Zeus,,Ward F (councilmember Jermaine D. Robinson),40.70501,-74.0077,Entire home/apt,181,30,3,2022-04-30,0.09,25,156,2,
37257873,Enjoyable -20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.7666,-74.04166,Entire home/apt,95,2,49,2022-08-21,1.29,69,310,18,
37272016,SoHo 1BR w/ W/D in unit on a quiet street,107434423,Blueground,,Ward E (councilmember James Solomon),40.72669579999999,-74.0013997,Entire home/apt,397,31,0,,,96,47,0,
37286235,Blue Gem -20 min to NYC/Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76528,-74.04315,Entire home/apt,125,2,50,2022-09-04,1.31,69,324,20,
37332942,Iconic Speakeasy Loft with Wraparound Windows!,225144151,Sam,,Ward E (councilmember James Solomon),40.73955,-74.00476,Entire home/apt,2100,1,8,2021-08-31,0.24,2,363,0,
37480718,"Cozy, one bed apt 30 min from Times Square",58763745,Dena,,Ward D (councilmember Michael Yun),40.74379,-74.06001,Entire home/apt,97,3,7,2022-07-25,0.45,2,115,6,
37522987,Convenient/20 min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76678,-74.04334,Entire home/apt,145,2,81,2022-08-21,2.14,69,274,37,
37529756,Bright&Spacious Room** Long term Stay!!,2549076,Miz,,Ward D (councilmember Michael Yun),40.75731,-74.04959,Private room,40,60,10,2022-05-31,0.27,10,31,2,
37572610,"Jersey City Apartment-close to NYC,Newark Airport",283858881,Rebecca And Abel,,Ward B (councilmember Mira Prinz-Arey),40.72057,-74.09153,Entire home/apt,65,7,45,2022-08-18,1.20,1,257,7,
37576758,"West Village, Gorgeous Private Bedroom & Bathroom",132777237,Hannah,,Ward E (councilmember James Solomon),40.73294,-74.00143,Private room,80,30,0,,,3,0,0,
37594649,1600ft TriBeCa Townhouse | Luxury & Spacious,11454384,Ellen,,Ward E (councilmember James Solomon),40.71878,-74.00913,Entire home/apt,1305,1,85,2022-08-14,2.49,1,336,31,
37613420,Bright & Clean Room! Close to NyC *Longterm Stay!!,274604030,Mario,,Ward D (councilmember Michael Yun),40.74848,-74.05816,Private room,34,60,4,2022-07-31,0.30,10,12,3,
37742859,Spacious & Bright Downtown Jersey City Apartment,117372675,Joseph,,Ward E (councilmember James Solomon),40.72419,-74.04786,Entire home/apt,110,3,68,2022-09-05,1.83,2,66,48,
37748650,"West Village, Gorgeous Private Bedroom & Bathroom",132777237,Hannah,,Ward E (councilmember James Solomon),40.7329,-74.0015,Private room,80,30,1,2021-01-10,0.05,3,0,0,
37773046,The Marino 20 Min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76595,-74.04189,Entire home/apt,120,2,41,2022-09-04,1.11,69,285,23,
37774933,"West Village, Gorgeous Private Bedroom & Bathroom",132777237,Hannah,,Ward E (councilmember James Solomon),40.73377,-74.00158,Private room,75,30,2,2021-04-11,0.09,3,0,0,
37777141,118 Magnolia Ave 6B,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73387,-74.07008,Hotel room,115,1,43,2022-08-27,1.16,18,361,21,
37777590,15Min from NYC Apartment,285728795,Giuseppe,,Ward D (councilmember Michael Yun),40.76332,-74.03875,Entire home/apt,79,30,9,2022-08-12,0.25,1,55,3,
37807964,116 Magnolia Ave 9A,178535875,Elizabeth,,Ward C (councilmember Richard Boggiano),40.73386,-74.07063,Private room,100,1,30,2022-08-21,1.21,18,262,23,
37881270,Restful 1bed Apt/20 min to NYC-Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76732,-74.04193,Entire home/apt,86,2,66,2022-09-13,1.77,69,302,32,
37882244,The Roadstead,262010271,Alice And Peter,,Ward C (councilmember Richard Boggiano),40.73953,-74.05161,Entire home/apt,47,30,29,2022-09-17,0.78,3,56,7,
37887757,Welcoming /20 min to NYC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76711,-74.0419,Entire home/apt,94,2,54,2022-09-05,1.48,69,317,23,
37911751,Lovely room 15 min from Times Square!,287197697,Cindy,,Ward D (councilmember Michael Yun),40.74708,-74.03318,Private room,53,1,17,2022-07-29,0.46,2,0,12,
37945496,Spacious duplex  with chef's kitchen and parking.,255426939,Dennis,,Ward A (councilmember Denise Ridley),40.70475,-74.09179,Entire home/apt,198,30,81,2022-08-24,2.20,2,351,27,
37953352,Private bedroom in FiDi w/ W+D,264090943,Joe,,Ward E (councilmember James Solomon),40.71113,-74.00541,Private room,100,5,27,2022-09-08,0.72,1,8,26,
38046778,Serenity in the City,187437999,Shalitris,,Ward B (councilmember Mira Prinz-Arey),40.72022,-74.09279,Private room,199,2,0,,,1,0,0,
38069091,"TriBeCa Loft - classic open layout, high ceilings",2143830,Michael,,Ward E (councilmember James Solomon),40.71991,-74.00551,Entire home/apt,335,1,18,2022-09-18,0.48,1,12,13,
38069763,Luxury 3 bdr / 3 bath / 2 floors / deck / NYC view,288895922,X,,Ward D (councilmember Michael Yun),40.74545,-74.03183,Entire home/apt,519,2,47,2022-09-11,1.42,1,299,20,
38101976,"Hoboken! Entire Unit,Sleeps 4! On CastlePoint Ter!",289221155,Teresa,,Ward D (councilmember Michael Yun),40.74797,-74.02643,Entire home/apt,229,2,52,2022-09-12,1.42,1,90,25,
38183234,Minimalist Apartment 15 minutes away from NYC!,290146501,Priscilla,,Ward C (councilmember Richard Boggiano),40.73869,-74.05124,Private room,95,2,14,2022-04-04,0.38,1,346,9,
38212423,The Residences at W New York - Downtown - Apt 28B,48005494,Zeus,,Ward E (councilmember James Solomon),40.70952,-74.01468,Entire home/apt,313,30,1,2022-01-08,0.12,25,98,1,
38224933,Stylish 3BR Apt Minutes to MANHATTAN+Breakfast,251447997,Mena,,Ward E (councilmember James Solomon),40.74285,-74.0284,Entire home/apt,335,3,25,2020-07-06,0.67,3,2,0,
38236762,The Residences at W New York - Downtown - Apt 27A,48005494,Zeus,,Ward E (councilmember James Solomon),40.70825,-74.01439,Entire home/apt,190,30,7,2022-05-02,0.24,25,0,1,
38236769,The Residences at W New York - Downtown - Apt 27C,48005494,Zeus,,Ward E (councilmember James Solomon),40.70974,-74.0145,Entire home/apt,219,30,10,2022-05-18,0.29,25,338,4,
38236827,The Residences at W New York - Downtown - Apt 27D,48005494,Zeus,,Ward E (councilmember James Solomon),40.71035,-74.01427,Entire home/apt,253,30,3,2022-06-03,0.11,25,200,2,
38236832,The Residences at W New York - Downtown - Apt 27E,48005494,Zeus,,Ward E (councilmember James Solomon),40.71024,-74.01439,Entire home/apt,214,30,7,2022-04-17,0.27,25,318,3,
38236841,The Residences at W New York - Downtown - Apt 27F,48005494,Zeus,,Ward E (councilmember James Solomon),40.70887,-74.01284,Entire home/apt,229,30,2,2021-12-21,0.06,25,279,1,
38236846,The Residences at W New York - Downtown - Apt 27G,48005494,Zeus,,Ward E (councilmember James Solomon),40.71025,-74.01285,Entire home/apt,225,30,4,2022-08-07,0.20,25,298,1,
38257778,The Residences at W New York - Downtown - Apt 27H,48005494,Zeus,,Ward E (councilmember James Solomon),40.70895,-74.01282,Entire home/apt,238,30,4,2022-04-09,0.12,25,327,3,
38301222,Cozy 2 BR Apt ⭐️18 mins 🚌🔁 NYC Time SQ 🤩Laundry,443343607,Kevin,,Ward D (councilmember Michael Yun),40.75131,-74.04578,Entire home/apt,101,3,112,2022-09-08,3.04,37,205,55,
38318813,Ground Level | 2 Bed 1 Bath | Journal Square,253839975,J,,Ward C (councilmember Richard Boggiano),40.73046,-74.07146,Entire home/apt,127,28,19,2022-08-05,0.52,7,152,11,
38326125,Unmatched Two Bedroom Apartment | 20 Min Manhattan,253839975,J,,Ward B (councilmember Mira Prinz-Arey),40.73188,-74.07527,Entire home/apt,87,4,28,2022-09-13,0.77,7,162,15,
38326221,2 Bed 1 Bath Quiet Building | Journal Square,253839975,J,,Ward C (councilmember Richard Boggiano),40.73226,-74.07154,Entire home/apt,146,28,24,2022-07-28,0.65,7,190,14,
38347351,*Designer* 2 Bedroom Loft~4 BEDS~Greenwich Village,8837750,Mark,,Ward E (councilmember James Solomon),40.73282,-74.00061,Entire home/apt,553,5,48,2022-09-02,1.33,1,117,34,
38385809,Serene Spacious home away from home close to NYC,292366120,Cocommo,,Ward D (councilmember Michael Yun),40.74267,-74.04412,Entire home/apt,146,10,9,2022-09-13,0.24,1,162,5,
38401931,The neighborhood is really nice and I am never home If you want to use the kitchen The only person Olivia is me and my little sister got out to route extra so my sister never here and I almost never heal home if you guys need something Let me know,202569200,Joel,,Ward A (councilmember Denise Ridley),40.69117,-74.09447,Private room,40,4,0,,,1,0,0,
38404770,Sonder at One Platt | Superior Studio Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70655,-74.00652,Entire home/apt,452,2,81,2022-08-31,2.28,31,318,44,
38480777,Sonder at One Platt | Spacious Two-Bedroom Apartment,219517861,Sonder (NYC),,Ward F (councilmember Jermaine D. Robinson),40.70657,-74.00491,Entire home/apt,877,2,173,2022-06-17,4.93,31,362,50,
38486378,Sonder at One Platt | Three-Bedroom Apartment,219517861,Sonder (NYC),,Ward E (councilmember James Solomon),40.70824657773909,-74.00486571221595,Entire home/apt,775,2,7,2020-02-28,0.20,31,204,0,
38489046,Deluxe Tribeca Loft,14769509,George,,Ward E (councilmember James Solomon),40.72074,-74.01042,Entire home/apt,750,4,16,2022-08-14,0.63,1,0,6,
38492550,Huge Stylish 3BR Loft on Cobblestone Lane near NYC,24592423,Harmony,,Ward E (councilmember James Solomon),40.73967,-74.03025,Entire home/apt,374,1,133,2022-09-12,3.69,6,284,52,
38520126,"Bright, Stylish Garden Apartment minutes to NYC",31288992,Lisbeth,,Ward C (councilmember Richard Boggiano),40.72888,-74.05608,Entire home/apt,140,3,63,2022-09-13,1.73,1,115,34,
38537544,8 min walk to NYCtrain:NY+home+park=best stay ever,293933211,Dr.,,Ward C (councilmember Richard Boggiano),40.73786,-74.07142,Entire home/apt,205,5,0,,,1,264,0,
38544385,Modern Duplex - Family Friendly & Cozy,53589172,Michele,,Ward E (councilmember James Solomon),40.74151,-74.02826,Entire home/apt,168,2,45,2022-09-12,4.38,1,240,45,
38584696,Room in a Big house min to Journal and NYc WIFI,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.74034,-74.05264,Private room,56,29,25,2022-07-01,0.69,32,56,1,
38596092,Cozy room Queen bed walk to PATH min NYcity WIFI,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.74028,-74.05254,Private room,42,29,18,2022-09-02,0.51,32,76,6,
38646403,"Spacious, clean apartment only 15 minutes to NYC!",3985711,Vera,,Ward D (councilmember Michael Yun),40.77339,-74.03764,Entire home/apt,94,3,50,2022-09-15,1.37,1,72,28,
38674685,Sonder at One Platt | One-Bedroom Apartment w/ Den,219517861,Sonder (NYC),,Ward E (councilmember James Solomon),40.70845049688586,-74.00560692624579,Entire home/apt,839,2,309,2022-09-04,8.68,31,360,233,
38685610,The Liberty Suite -Modern Luxury 20min to NYC,92194080,Erin,,Ward F (councilmember Jermaine D. Robinson),40.71158,-74.05932,Entire home/apt,145,14,0,,,1,87,0,
38726575,"Vibrant & bright 3 B/D, deck, Parking 25 mins NYC!",63297307,Anna,,Ward C (councilmember Richard Boggiano),40.74384,-74.05691,Entire home/apt,192,1,103,2022-09-14,2.85,3,76,54,
38791077,Gorgeous - 20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76508,-74.04345,Entire home/apt,106,2,53,2022-09-13,1.47,69,302,36,
38802319,Beautiful soho 1 bedroom apartment,258804592,Karim,,Ward E (councilmember James Solomon),40.72711,-74.00229,Entire home/apt,365,7,10,2022-09-05,0.28,1,71,7,
38826393,"*Super Clean with Yard & Convenient, to NYC Apt*",297251358,Teresa,,Ward D (councilmember Michael Yun),40.74363,-74.02955,Entire home/apt,219,3,70,2022-09-02,1.94,2,85,33,
38873095,2BR + 2 Bathroom in Jersey City 25 minutes to NYC,297373693,The Local Stay,,Ward D (councilmember Michael Yun),40.7486,-74.05551,Entire home/apt,110,90,0,,,8,0,0,
38893468,Renovated /20 min to NTC-Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76548,-74.04364,Entire home/apt,125,2,57,2022-09-06,1.57,69,333,34,
38893792,Chic 1BR | Kitchen | Washer/D | Amenities | GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,329,27,10,2021-09-30,0.28,52,364,1,
38893817,Modern & Clean | Work Remote | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,359,27,25,2021-11-30,0.73,52,351,1,
38893845,Spacious 2BR | Travel Nurse Friendly|Steps to PATH,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,7,2020-06-21,0.20,52,362,0,
38893880,Clean 2BR | Work Desk + WiFi | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,27,2021-05-01,0.82,52,344,0,
38893984,"Modern & Clean 2BR | W/D |Easy Access to PATH, NYC",30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,15,2022-05-04,0.43,52,345,1,
38894011,Quiet & Clean 2BR | Work Desk | Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,459,27,3,2020-02-29,0.09,52,362,0,
38894038,"Hello Views! Stylish 2BR Condo, Upscale Amenities",30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,5,2020-02-23,0.15,52,345,0,
38894067,Travel Nurse Friendly 2BR |W/D| Jersey City by GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,7,2021-06-24,0.21,52,344,0,
38894116,Chic 2BR Condo w Amenities Steps from Transit,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,499,27,3,2020-03-18,0.09,52,161,0,
38929741,"Spacious 2BR in Jersey City, 25 minutes to NYC",297373693,The Local Stay,,Ward D (councilmember Michael Yun),40.74704,-74.05959,Entire home/apt,99,90,0,,,8,0,0,
38930596,2 BD 2 BA LUX CONDO Sleeps 8 - SmartHome+ Organic,298172147,B,,Ward C (councilmember Richard Boggiano),40.73921,-74.04927,Entire home/apt,299,1,13,2020-03-16,0.36,1,0,0,
38931011,Nimbus: Clean room. Amazing Location to NYC + PATH,76762030,Minh,,Ward E (councilmember James Solomon),40.72341,-74.0421,Private room,53,28,10,2022-08-31,0.28,2,78,5,
38935087,Perfect Choice /20 min to NYC-Parking Avai (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76703,-74.04381,Entire home/apt,134,2,30,2022-08-13,0.86,69,308,17,
38955850,1BDRM Garden Apartment 4 Blocks To Grove PATH,155640971,Lisa,,Ward E (councilmember James Solomon),40.72376,-74.0487,Entire home/apt,125,29,29,2022-08-13,0.80,1,0,5,
38958253,The Residences at W New York - Downtown - Apt 29A,48005494,Zeus,,Ward E (councilmember James Solomon),40.70829,-74.01318,Entire home/apt,200,30,6,2021-12-28,0.23,25,281,2,
38958289,The Residences at W New York - Downtown - Apt 29B,48005494,Zeus,,Ward E (councilmember James Solomon),40.71031,-74.01439,Entire home/apt,281,30,0,,,25,169,0,
38958327,The Residences at W New York - Downtown - Apt 29C,48005494,Zeus,,Ward E (councilmember James Solomon),40.71002,-74.01441,Entire home/apt,185,30,9,2022-05-01,0.36,25,262,3,
38958347,The Residences at W New York - Downtown - Apt 29D,48005494,Zeus,,Ward E (councilmember James Solomon),40.71008,-74.01417,Entire home/apt,250,30,5,2022-06-17,0.27,25,350,3,
38958369,The Residences at W New York - Downtown - Apt 29E,48005494,Zeus,,Ward E (councilmember James Solomon),40.70825,-74.01485,Entire home/apt,197,30,1,2021-06-25,0.07,25,292,0,
38958419,The Residences at W New York - Downtown - Apt 29F,48005494,Zeus,,Ward E (councilmember James Solomon),40.71019,-74.01416,Entire home/apt,242,30,2,2021-11-02,0.14,25,259,1,
38958450,The Residences at W New York - Downtown - Apt 29G,48005494,Zeus,,Ward E (councilmember James Solomon),40.71014,-74.01448,Entire home/apt,253,30,5,2022-05-21,0.22,25,200,3,
38958466,The Residences at W New York - Downtown - Apt 29H,48005494,Zeus,,Ward E (councilmember James Solomon),40.71014,-74.01454,Entire home/apt,247,30,3,2021-10-02,0.12,25,349,1,
38960414,Exclusive Two Bed One Bath Near Journal Square,255853430,William,,Ward C (councilmember Richard Boggiano),40.73169,-74.0719,Entire home/apt,141,28,22,2022-09-14,0.62,8,190,6,
38962087,West Soho Cast Iron Original,713747,Niv,,Ward E (councilmember James Solomon),40.7235,-74.00473,Entire home/apt,565,9,10,2022-07-30,1.03,1,176,10,
39022484,Gaylord Room at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73888,-74.00343,Private room,421,1,5,2022-07-26,0.14,12,310,1,
39022525,Simply Perfect -20 min to NYC/Parking Avail (fee),42219345,Claudia,,Ward D (councilmember Michael Yun),40.76689,-74.04352,Entire home/apt,118,2,44,2022-09-13,1.23,69,341,23,
39023096,Garden Suite at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73671,-74.0054,Hotel room,492,1,4,2022-06-03,0.11,12,316,1,
39023376,The Bishop Suite at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73671,-74.00499,Hotel room,492,1,12,2022-06-26,0.34,12,301,3,
39023600,India Room at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73695,-74.00502,Hotel room,463,1,5,2022-06-27,0.28,12,310,3,
39024243,Dakota Room at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73757,-74.00316,Hotel room,463,1,5,2021-01-31,0.14,12,319,0,
39024731,Maine Room at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73892,-74.00478,Hotel room,463,1,4,2022-03-14,0.12,12,314,2,
39024944,Surrey Room at Incentra Village Guest House,241889662,Incentra Village Guest House,,Ward E (councilmember James Solomon),40.73884,-74.00342,Hotel room,421,1,7,2021-08-16,0.20,12,324,0,
39179176,Awesome -20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76586,-74.0424,Entire home/apt,119,2,40,2022-08-27,1.13,69,335,27,
39180555,Astonishing 2bed Apt/20m NYC Parking for Fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76539,-74.04195,Entire home/apt,121,2,31,2022-09-11,0.87,69,326,21,
39181326,"Comfortable, Super Clean & Close to NYC*",297251358,Teresa,,Ward D (councilmember Michael Yun),40.74484,-74.03075,Entire home/apt,268,3,43,2022-09-04,1.20,2,218,28,
39226095,***Chic Studio in the Heart of the West Village***,105616582,Venelina,,Ward E (councilmember James Solomon),40.73362,-74.00176,Entire home/apt,169,30,3,2021-09-03,0.12,2,293,0,
39229640,Inviting -20 min to NYC/Parking Avail for a fee,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76521,-74.04349,Entire home/apt,95,2,39,2022-09-05,1.11,69,316,28,
39288901,LUXURIOUS Home/ Mins to NYC/Backyard /Fast WiFi ⭐️,5172117,Emmanuel,,Ward D (councilmember Michael Yun),40.75932,-74.0516,Entire home/apt,885,2,21,2022-07-21,0.67,1,76,3,
39312974,Garden Studio @ Bleecker & West 11th!,24300850,Jane,,Ward E (councilmember James Solomon),40.73489,-74.00642,Entire home/apt,250,45,3,2020-03-07,0.09,1,178,0,
39316302,Sunny and Stylish West Village Flat,300815353,Brian,,Ward E (councilmember James Solomon),40.72874129251677,-74.00318222172484,Entire home/apt,506,7,53,2022-09-12,1.50,1,319,23,
